Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,0,0,0,0,0.07299082285068836,-0.5544873301529852,,0.2766416675862441,0.43286074094635973,2,1
1,1,1,0,0,-0.13441195378345122,-0.03873154846446157,-0.21530913196576273,0.2766416675862441,0.43286074094635973,0,0
1,1,0,0,1,-0.3937473372051281,-0.5544873301529852,-0.9403280658805659,0.2766416675862441,0.43286074094635973,2,1
1,1,0,1,0,-0.4620624697931504,0.2519796016915365,-0.30885996214831796,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,0,0.09772843680942066,-0.5544873301529852,-0.06328903291911044,0.2766416675862441,0.43286074094635973,2,1
1,1,2,0,1,0.0022183113925933404,0.8805997122641535,1.410136542456135,0.2766416675862441,0.43286074094635973,2,1
1,1,0,1,0,-0.5030187842943628,-0.03599544352181688,-0.6012063064688031,0.2766416675862441,0.43286074094635973,2,1
1,1,3+,0,0,-0.38784962791695354,0.30191351689480206,0.1355064812188195,0.2766416675862441,-2.310211819657538,1,0
1,1,2,0,0,-0.22893912765224944,-0.03257531234351103,0.25244501894701354,0.2766416675862441,0.43286074094635973,2,1
1,1,1,0,0,1.2184570268205968,3.196712546212882,2.3690325518273263,0.2766416675862441,0.43286074094635973,1,0
1,1,2,0,0,-0.3609822856041582,-0.31507814767157505,-0.8935526507892884,0.2766416675862441,0.43286074094635973,2,1
1,1,2,0,2,-0.4756599662075529,0.07481680665529297,-0.4374923536493315,0.2766416675862441,0.43286074094635973,2,1
1,1,2,0,0,-0.38178809337077413,2.2178710029817448,0.6266483396772345,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,0,-0.5816549081366906,0.41682992448587897,-0.37902308478523444,0.2766416675862441,0.43286074094635973,0,0
1,1,2,0,0,-0.6724141010713773,-0.18306108418896885,-1.513326900748717,-3.4119139002303434,0.43286074094635973,2,1
1,0,0,0,0,-0.07428808409567142,-0.5544873301529852,-0.2503906932842209,0.2766416675862441,0.43286074094635973,2,1
1,0,1,1,0,-0.29610748343423776,-0.5544873301529852,-0.5427370376047062,-1.5676361163220498,,2,1
0,0,0,0,0,-0.31019645562265485,-0.5544873301529852,-0.8233895281523719,0.2766416675862441,-2.310211819657538,2,0
1,1,0,1,0,-0.08460907534997694,-0.5544873301529852,-0.1568398631016657,0.2766416675862441,0.43286074094635973,0,0
1,1,0,0,2,-0.45927744040706797,0.6425585822540657,-0.367329231012415,,0.43286074094635973,2,1
1,1,0,1,0,0.369678365097471,-0.5544873301529852,-0.4959616225134285,0.2766416675862441,-2.310211819657538,2,0
1,1,1,0,0,0.09035630019920242,1.3693364576440608,1.9714415235514664,0.2766416675862441,0.43286074094635973,2,1
1,1,0,1,0,-0.45927744040706797,0.09909973802126458,-0.3556353772395956,0.2766416675862441,-2.310211819657538,1,0
2,1,2,1,0,-0.33395111803335803,0.10115181672824809,-0.40241079233087323,0.2766416675862441,-2.310211819657538,0,0
1,1,1,0,2,-0.27628462721565095,0.44590103950147875,0.05364950480908364,0.2766416675862441,,1,0
1,1,0,0,1,0.6809463553066852,-0.5544873301529852,0.52140365572186,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,0,-0.4266762140641029,0.216068224319325,-0.28547225460267917,0.2766416675862441,0.43286074094635973,1,1
1,1,2,1,0,-0.19289757089118253,-0.19879368760917582,-0.4257984998765121,0.2766416675862441,0.43286074094635973,2,1
1,0,0,1,0,-0.6489870891766838,-0.5544873301529852,-1.3028375328379675,0.2766416675862441,0.43286074094635973,2,0
0,0,2,0,2,-0.2708783937014909,0.15792599428812537,-0.30885996214831796,0.2766416675862441,0.43286074094635973,1,1
1,1,1,0,2,-0.2027270863714735,0.5977548638182589,0.638342193450054,0.2766416675862441,,2,0
1,0,0,0,0,-0.36638851911831827,-0.5544873301529852,-0.8467772356980107,0.2766416675862441,0.43286074094635973,2,0
1,0,1,0,1,-0.11655500066092261,-0.5544873301529852,-0.47257391496778967,0.2766416675862441,0.43286074094635973,0,0
1,1,0,0,0,-0.3118347082027033,0.015648537270601597,-0.37902308478523444,0.2766416675862441,0.43286074094635973,1,1
1,0,3+,0,0,1.162592613840943,0.4715520233387727,2.0299107924155635,0.2766416675862441,0.43286074094635973,0,0
1,1,0,0,0,-0.512520649258644,0.152453784402836,,0.2766416675862441,0.43286074094635973,2,1
1,1,0,0,0,-0.5857505395868119,-0.09960988343830587,-0.5427370376047062,,-2.310211819657538,2,0
0,1,0,0,0,-0.28447589011589347,-0.055490191238160284,-0.02820747160065221,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,-0.2027270863714735,1.9114272494055395,0.4395466793121241,0.2766416675862441,0.43286074094635973,2,1
1,0,0,1,0,-0.2712060442175006,0.015990550388432185,-0.4257984998765121,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,-0.2954521824022184,-0.5544873301529852,-0.7766141130610943,0.2766416675862441,0.43286074094635973,2,0
1,0,0,0,0,-0.5903376468109477,-0.13962541822448443,-1.1625112875641348,0.2766416675862441,0.43286074094635973,2,1
1,1,0,0,0,-0.4920424920080379,-0.5544873301529852,-0.8350833819251913,0.2766416675862441,,2,1
1,1,0,0,0,-0.23958776942256466,0.24445531309926363,-0.14514600932884628,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,1,-0.11606352488690806,-0.5544873301529852,-0.5895124526959837,,0.43286074094635973,2,1
0,0,0,0,0,-0.3265789814231398,-0.5544873301529852,-0.683063282878539,,0.43286074094635973,2,1
1,1,1,0,0,0.04022577124971845,-0.5544873301529852,-1.1975928488825929,0.2766416675862441,0.43286074094635973,2,1
1,1,0,0,0,0.06840371562655258,-0.5544873301529852,-0.02820747160065221,0.2766416675862441,0.43286074094635973,2,1
0,1,0,0,0,-0.45190530379684973,0.6220377951842305,-0.30885996214831796,0.2766416675862441,-2.310211819657538,2,0
0,0,0,0,0,-0.22992207920027855,0.22359251291159787,-0.02820747160065221,0.2766416675862441,0.43286074094635973,1,1
0,1,0,1,0,-0.5693680137863268,0.00778223556049812,-0.5427370376047062,0.2766416675862441,0.43286074094635973,1,1
0,0,0,0,0,-0.3796583650167111,-0.5544873301529852,-0.30885996214831796,0.2766416675862441,0.43286074094635973,1,1
0,0,0,0,0,-0.19224226985916312,-0.5544873301529852,-0.40241079233087323,0.2766416675862441,0.43286074094635973,1,0
1,1,2,0,0,-0.1290057202692912,-0.5544873301529852,-0.14514600932884628,0.2766416675862441,0.43286074094635973,2,0
0,1,1,0,1,0.9987673558360934,-0.5544873301529852,1.6323197641397036,0.2766416675862441,-2.310211819657538,2,0
1,1,2,0,0,-0.4415843125425442,-0.1553580216446914,-0.5778185989231643,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,0,-0.5359476611533376,-0.010344459684522937,-0.5895124526959837,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,0,-0.3337872927753532,0.19794152907430393,-0.13345215555602688,0.2766416675862441,0.43286074094635973,0,0
1,1,1,0,0,0.4384849734595078,0.21504218496583322,0.39277126422084646,0.2766416675862441,0.43286074094635973,2,1
1,1,2,1,0,-0.3352617200973968,0.4233281737246601,-0.02820747160065221,0.2766416675862441,0.43286074094635973,2,1
1,1,0,0,0,-0.4756599662075529,0.743794465131919,-0.30885996214831796,0.2766416675862441,0.43286074094635973,2,1
1,1,3+,0,0,-0.38899640472298747,-0.5544873301529852,-0.5544308913775255,0.2766416675862441,0.43286074094635973,2,1
1,1,0,1,1,-0.4578030130850243,0.6251159132447058,0.21736345762855533,-2.4897750082761965,-2.310211819657538,0,0
1,1,1,0,0,-0.07510721038569566,-0.5544873301529852,,0.2766416675862441,-2.310211819657538,0,0
0,0,0,0,0,-0.2027270863714735,-0.5544873301529852,-0.3556353772395956,0.2766416675862441,-2.310211819657538,1,0
1,1,0,0,0,0.052840316116091864,1.0170629462785572,1.3048918585007603,0.2766416675862441,0.43286074094635973,1,0
1,0,0,1,0,-0.3609822856041582,0.21641023743715557,-0.23869683951140153,-2.4897750082761965,-2.310211819657538,2,0
1,1,1,0,0,0.8758984123324562,-0.5544873301529852,1.936359962233008,0.2766416675862441,0.43286074094635973,2,1
1,1,3+,1,1,0.2779362206147552,-0.5544873301529852,-0.2503906932842209,-4.33405279218449,0.43286074094635973,2,1
0,0,0,0,0,-0.18077450179882365,-0.5544873301529852,-0.12175830178320747,0.2766416675862441,-2.310211819657538,1,0
1,1,0,0,0,-0.3596716835401194,0.4941248891155914,0.2992204340382912,0.2766416675862441,0.43286074094635973,2,1
1,1,2,1,1,-0.5780507524605839,0.08678726577936348,-0.5778185989231643,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,-0.3118347082027033,-0.5544873301529852,-0.7649202592882749,-0.6454972243679028,0.43286074094635973,1,1
1,1,3+,1,0,-0.10623400940661709,-0.5544873301529852,-0.6012063064688031,,-2.310211819657538,1,0
1,1,3+,0,1,-0.02251930256613895,0.052243940878474296,0.4746282406305823,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,-0.2708783937014909,-0.5544873301529852,-0.39071693855805384,2.120919451494538,0.43286074094635973,2,0
1,0,0,0,0,-0.2708783937014909,1.0700749795422981,0.3459958491295688,0.2766416675862441,0.43286074094635973,2,0
1,1,1,0,1,-0.7213978532148273,0.4790763119310456,-0.4257984998765121,0.2766416675862441,0.43286074094635973,2,0
1,1,3+,0,0,-0.36638851911831827,0.8135651411693586,0.39277126422084646,-0.6454972243679028,-2.310211819657538,1,0
1,1,3+,1,1,-0.3391935262895132,0.18631308306806402,-0.19192142442012392,0.2766416675862441,,1,1
0,0,0,0,0,-0.25515116893302536,-0.5544873301529852,-0.41410464610369263,0.2766416675862441,0.43286074094635973,1,1
1,1,1,0,1,-0.49286161829806213,-0.5544873301529852,,0.2766416675862441,0.43286074094635973,1,1
0,1,2,0,0,-0.6594719056889942,0.088839344486347,0.24075116517419415,0.2766416675862441,0.43286074094635973,2,0
1,1,0,0,0,0.09772843680942066,0.21504218496583322,1.3867488349104962,0.2766416675862441,,1,0
1,1,1,0,0,-0.23188798229633673,-0.5544873301529852,-1.1274297262456765,-1.5676361163220498,0.43286074094635973,2,1
1,0,0,0,0,-0.4976125507802028,0.3111478710762279,-0.12175830178320747,0.2766416675862441,0.43286074094635973,1,1
1,1,2,1,0,-0.3391935262895132,0.12953890550818672,-0.5544308913775255,0.2766416675862441,,1,1
1,1,0,0,0,-0.4756599662075529,0.16989645341219586,-0.4959616225134285,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,0.5181040488498647,-0.5544873301529852,0.7435868774054286,0.2766416675862441,0.43286074094635973,2,1
1,1,0,0,0,0.047761733117941525,0.8706813318470665,0.3343019953567494,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,0,-0.4006279980413318,0.43735071155571414,-0.1802275706473045,0.2766416675862441,0.43286074094635973,1,1
1,1,2,0,0,0.13868475131063304,1.3792548380611478,0.4863220944034017,-2.4897750082761965,0.43286074094635973,1,1
1,1,2,1,0,-0.3490230417698042,0.06797654429868126,-0.7649202592882749,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,0,-0.20813331988563355,-0.5544873301529852,-0.28547225460267917,0.2766416675862441,0.43286074094635973,1,1
1,0,0,1,0,-0.2921756772421214,-0.5544873301529852,-1.4197760705661617,-3.4119139002303434,0.43286074094635973,1,1
1,0,0,0,2,0.22583978856921302,-0.5544873301529852,,0.2766416675862441,,2,0
0,1,0,0,0,-0.4782811703356305,0.2328268670930237,-0.11006444801038806,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,0,-0.5613405761440893,-0.213500251675891,-1.1274297262456765,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,0,-0.19912293069536682,-0.5544873301529852,-0.367329231012415,-2.4897750082761965,0.43286074094635973,1,1
1,1,0,0,0,-0.5970544823891465,0.6565811200851197,-0.1802275706473045,0.2766416675862441,0.43286074094635973,1,1
1,1,2,1,0,-0.18274040489488186,0.5615014733282169,-0.1568398631016657,-2.4897750082761965,0.43286074094635973,2,1
1,0,0,0,0,-0.09181738670219032,0.7472145963102249,0.05364950480908364,0.2766416675862441,0.43286074094635973,1,1
1,1,,0,0,1.35099166054652,-0.5544873301529852,,0.2766416675862441,0.43286074094635973,2,1
1,1,0,0,0,-0.1231080109811166,0.6709456710340044,,0.2766416675862441,0.43286074094635973,1,1
1,2,,0,0,-0.26006592667317086,-0.2966094393087234,0.1588941887644583,0.2766416675862441,0.43286074094635973,2,1
1,1,1,0,0,-0.38522842378887595,-0.20221381878748168,-0.5427370376047062,0.2766416675862441,0.43286074094635973,2,1
1,1,2,0,0,0.9851698594216909,-0.16938055947574543,0.9189946839977198,0.2766416675862441,0.43286074094635973,2,1
1,0,0,1,2,0.31610750572988516,-0.5544873301529852,-0.30885996214831796,0.2766416675862441,0.43286074094635973,0,0
1,1,2,0,0,-0.26268713080124845,0.6767598940371243,0.8137500000423451,0.2766416675862441,-2.310211819657538,2,0
1,1,3+,1,0,-0.5459410018916334,-0.2966094393087234,-0.6129001602416225,2.120919451494538,0.43286074094635973,1,1
1,0,0,0,0,-0.014328039665896469,-0.5544873301529852,-0.12175830178320747,0.2766416675862441,0.43286074094635973,2,1
0,1,0,0,2,-0.40537893052347246,0.24342927374577186,-0.08667674046474924,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,0,-0.3000392896263542,0.8525546366020454,0.06534335858190304,,-2.310211819657538,0,0
0,0,1,0,1,0.33543888617445744,-0.5544873301529852,,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,2,-0.05790555829518646,-0.5544873301529852,-0.3322476696939568,0.2766416675862441,0.43286074094635973,1,1
1,1,1,0,0,1.5038406262650446,-0.5544873301529852,0.4512405330849435,-2.4897750082761965,0.43286074094635973,0,1
0,1,0,0,0,-0.36638851911831827,0.22632861785424258,0.08873106612754186,0.2766416675862441,0.43286074094635973,1,1
1,1,1,0,0,-0.5225139899969399,-0.07635299142582604,-0.7181448441969972,0.2766416675862441,,2,1
1,1,0,0,0,0.02695592535132563,0.17810476824012994,0.3343019953567494,0.2766416675862441,0.43286074094635973,0,0
0,0,0,0,0,0.8198701740947977,-0.5544873301529852,1.3165857122735796,0.2766416675862441,0.43286074094635973,2,1
1,1,,0,0,0.04317462589380574,0.3576616551011876,0.39277126422084646,0.2766416675862441,0.43286074094635973,0,1
0,0,0,0,0,-0.2027270863714735,-0.5544873301529852,-1.1975928488825929,0.2766416675862441,0.43286074094635973,1,1
0,0,0,0,0,-0.5351285348633134,2.5167904679656767,-0.11006444801038806,0.2766416675862441,-2.310211819657538,1,1
1,1,2,0,0,-0.40079182329933666,-0.5544873301529852,-0.7649202592882749,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,0,-0.18077450179882365,0.13432708915781494,0.5564852170403182,0.2766416675862441,0.43286074094635973,0,1
0,0,0,0,0,-0.2803802586657722,-0.5544873301529852,-0.6245940140144419,0.2766416675862441,,0,1
2,1,3+,0,0,3.014309505069758,-0.5544873301529852,2.614603481056534,0.2766416675862441,0.43286074094635973,0,1
1,0,0,0,0,-0.25203848903093323,0.006414183089175776,,0.2766416675862441,0.43286074094635973,0,1
1,1,1,0,1,0.8370718261853068,0.7622631734947707,0.1588941887644583,-2.4897750082761965,-2.310211819657538,2,0
1,1,0,0,0,0.11083445744980862,0.32414436955379017,0.41615897176648525,0.2766416675862441,,0,0
1,0,0,0,1,2.4184770417061197,-0.5544873301529852,5.8888825374459675,2.120919451494538,,2,1
1,0,0,0,0,-0.5552790415979099,0.10525597414221513,-0.8467772356980107,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,0,-0.4399460599624957,-0.5544873301529852,-0.8935526507892884,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,1,-0.31855154378090217,-0.5544873301529852,-1.4197760705661617,-3.4119139002303434,0.43286074094635973,1,1
1,0,0,0,0,-0.08329847328593815,-0.5544873301529852,-0.5193493300590674,0.2766416675862441,0.43286074094635973,1,1
1,1,3+,0,0,-0.22992207920027855,2.096114333034056,1.6790951792309812,0.2766416675862441,0.43286074094635973,1,0
0,1,0,0,0,-0.13441195378345122,-0.5544873301529852,-0.7298386979698166,0.2766416675862441,0.43286074094635973,0,0
1,1,2,0,1,-0.34197855567559565,0.6425585822540657,-0.683063282878539,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,0,1.571991933595062,-0.5544873301529852,1.1177901981356497,0.2766416675862441,-2.310211819657538,1,0
1,1,2,1,0,-0.19715702759930862,-0.06540857165524729,-0.2036152781929433,0.2766416675862441,0.43286074094635973,0,0
1,1,2,0,0,-0.05921616035922526,0.15792599428812537,0.4512405330849435,0.2766416675862441,0.43286074094635973,0,0
1,0,0,0,0,0.0022183113925933404,-0.5544873301529852,0.25244501894701354,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,1,0.25336243191402774,-0.5544873301529852,0.3343019953567494,-2.4897750082761965,0.43286074094635973,1,1
1,1,0,0,0,-0.4432225651225927,0.14116735151442666,-0.28547225460267917,0.2766416675862441,0.43286074094635973,1,1
1,1,2,0,0,1.0408704471433399,-0.5544873301529852,0.4746282406305823,-2.4897750082761965,0.43286074094635973,2,1
0,1,0,0,0,-0.5035102600683774,0.9797835164350234,-0.5427370376047062,0.2766416675862441,0.43286074094635973,1,1
0,1,2,0,0,1.550203174280417,-0.5544873301529852,-0.8935526507892884,0.2766416675862441,0.43286074094635973,2,1
1,1,1,0,0,-0.6332598644082182,-0.06711863724440022,-1.3613068017020646,0.2766416675862441,0.43286074094635973,2,1
0,0,0,0,0,0.753029468828819,0.015306524152771011,0.9189946839977198,0.2766416675862441,0.43286074094635973,0,0
1,1,0,0,0,-0.08903235731610788,-0.2706164423535989,-0.2503906932842209,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,0.143108033276764,-0.5544873301529852,-0.3322476696939568,0.2766416675862441,-2.310211819657538,0,0
1,1,0,0,1,-0.4630454213411795,0.7280618617117122,0.06534335858190304,0.2766416675862441,0.43286074094635973,0,1
1,0,0,0,0,0.6163992036527745,-0.5544873301529852,1.1411779056812885,0.2766416675862441,0.43286074094635973,2,0
1,1,2,1,0,-0.511537697710615,-0.5544873301529852,-0.39071693855805384,0.2766416675862441,0.43286074094635973,0,0
1,0,0,0,0,-0.35213572167189633,-0.5544873301529852,-1.1274297262456765,0.2766416675862441,0.43286074094635973,2,1
1,1,3+,0,0,5.667623383716302,-0.5544873301529852,5.304189848804997,-2.4897750082761965,-2.310211819657538,1,1
1,1,1,0,0,0.09772843680942066,-0.5544873301529852,0.1588941887644583,0.2766416675862441,,0,1
1,1,1,0,0,0.6773421996305785,-0.5544873301529852,0.4746282406305823,0.2766416675862441,0.43286074094635973,2,1
1,0,0,0,2,-0.39702384236522514,0.15792599428812537,-0.30885996214831796,0.2766416675862441,0.43286074094635973,0,1
1,1,0,0,0,-0.13441195378345122,1.3693364576440608,1.269810297182302,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,0,-0.5800166555566422,-0.19845167449134524,-0.5661247451503449,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,0,0.4144026605327949,-0.5544873301529852,1.5036873726386901,0.2766416675862441,0.43286074094635973,2,0
1,1,1,0,0,-0.37916688924269654,-0.11671053932983518,-0.29716610837549856,0.2766416675862441,-2.310211819657538,1,0
1,1,2,0,0,-0.20256326111346865,-0.059594348652127316,0.1355064812188195,0.2766416675862441,0.43286074094635973,0,1
1,1,0,0,0,0.6421197691595358,-0.5544873301529852,-0.8350833819251913,-2.4897750082761965,0.43286074094635973,2,1
1,1,0,0,0,-0.27792287979569946,0.52832620089865,0.41615897176648525,,0.43286074094635973,0,1
0,1,0,0,0,-0.13441195378345122,-0.5544873301529852,-0.40241079233087323,0.2766416675862441,0.43286074094635973,0,0
1,1,0,0,0,-0.48565330694584874,0.5854423915763578,-0.2036152781929433,0.2766416675862441,0.43286074094635973,0,1
1,0,0,0,0,-0.5187460090628284,-0.5544873301529852,-0.9754096271990242,2.120919451494538,-2.310211819657538,1,0
1,1,2,0,0,0.42537895281911986,-0.5544873301529852,0.6266483396772345,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,2,-0.5870611416508507,0.05053387528932137,-0.6012063064688031,0.2766416675862441,0.43286074094635973,0,1
2,1,3+,0,0,7.594863718885352,-0.5544873301529852,6.473575226086938,-0.6454972243679028,0.43286074094635973,2,1
1,1,3+,1,0,-0.30823055252659665,-0.5544873301529852,-0.7649202592882749,-2.4897750082761965,0.43286074094635973,0,0
1,1,0,0,0,0.04989146147200457,1.3693364576440608,0.4746282406305823,0.2766416675862441,0.43286074094635973,1,1
1,1,0,1,1,-0.17356619044661029,-0.302765675429674,-0.6947571366513584,0.2766416675862441,0.43286074094635973,1,0
1,1,0,0,0,-0.31232618397671785,0.11722643326628564,-0.3556353772395956,0.2766416675862441,0.43286074094635973,0,1
1,1,2,0,0,-0.5502004585997595,-0.0007680923852665297,-0.5310431838318868,0.2766416675862441,0.43286074094635973,0,1
1,1,3+,0,0,0.01843701193507345,3.3102609013326365,4.076335202658959,0.2766416675862441,-2.310211819657538,1,0
1,1,1,0,0,-0.2708783937014909,-0.5544873301529852,-0.3556353772395956,0.2766416675862441,0.43286074094635973,1,1
1,0,0,1,0,-0.5030187842943628,-0.05822629618080497,-0.5193493300590674,2.120919451494538,-2.310211819657538,2,0
1,1,1,0,0,0.1632585400113605,1.925107774118763,0.39277126422084646,0.2766416675862441,-2.310211819657538,2,0
1,0,0,0,0,-0.5713339168823851,1.1771250854232715,-0.9286342121077465,0.2766416675862441,,0,0
1,1,0,0,0,-0.13162692439736878,-0.5544873301529852,-0.8584710894708302,-2.4897750082761965,0.43286074094635973,1,1
1,1,1,0,0,4.659606571212462,-0.5544873301529852,1.328279566046399,0.2766416675862441,0.43286074094635973,1,0
0,1,0,0,0,-0.2913565509520971,-0.5544873301529852,-0.4491862074221509,0.2766416675862441,0.43286074094635973,1,1
1,1,0,0,1,5.52804426389617,1.0700749795422981,-0.30885996214831796,0.2766416675862441,0.43286074094635973,1,1
1,1,1,0,1,-0.5284116992851144,-0.5544873301529852,-0.9403280658805659,-0.6454972243679028,-2.310211819657538,0,0
1,1,0,0,0,-0.49482752139412034,0.1767367157688076,-1.0338788960631213,0.2766416675862441,,0,1
2,1,0,0,1,-0.7748048873244083,1.256814141877798,0.25244501894701354,0.2766416675862441,0.43286074094635973,0,1
1,1,0,0,0,0.6429388954495601,-0.5544873301529852,0.4863220944034017,-2.4897750082761965,0.43286074094635973,0,1
1,0,0,1,0,-0.08493672586598665,-0.5544873301529852,-1.1508174337913153,0.2766416675862441,0.43286074094635973,0,1
1,0,0,0,0,1.0806799848385182,-0.5544873301529852,0.20566960385573593,0.2766416675862441,0.43286074094635973,1,0
1,1,0,1,0,0.10313467032358069,-0.5544873301529852,0.1588941887644583,0.2766416675862441,0.43286074094635973,2,0
1,0,0,0,0,-0.25318526583696715,-0.5544873301529852,-0.8233895281523719,0.2766416675862441,0.43286074094635973,1,1
1,0,0,0,0,-0.19863145492135226,-0.5544873301529852,-0.30885996214831796,0.2766416675862441,0.43286074094635973,0,1
1,1,1,0,0,-0.3732691799545219,0.32893255320341835,0.2758327264926524,0.2766416675862441,0.43286074094635973,1,0
1,0,0,0,0,0.47993276373473476,0.7280618617117122,0.4746282406305823,0.2766416675862441,0.43286074094635973,0,1
0,0,0,1,0,-0.5728083442044287,0.25437369351635064,-0.30885996214831796,,0.43286074094635973,2,1
0,1,0,0,0,-0.3255960298751107,0.4086216096579449,-0.39071693855805384,0.2766416675862441,,1,1
1,0,0,0,1,0.9168547268336686,-0.5544873301529852,-0.7415325517426361,0.2766416675862441,0.43286074094635973,2,0
1,1,1,1,0,-0.45927744040706797,0.30054546442347974,-0.6596755753329002,0.2766416675862441,0.43286074094635973,1,1
1,0,2,0,0,-0.07871136606180236,-0.5544873301529852,0.22905731140137475,0.2766416675862441,-2.310211819657538,1,1
1,1,3+,1,0,-0.23123268126431734,-0.5544873301529852,,-2.4897750082761965,0.43286074094635973,2,0
1,1,1,1,0,-0.3118347082027033,-0.18408712354246062,-0.13345215555602688,0.2766416675862441,0.43286074094635973,2,1
